# data-federation-map-for-globalgrid2050-all-repos	unix	entry_lines	entries	sha12
1788218744	13308	152	b759a7d2b5ec
1786574644	13236	151	56cee9a7336b
1786574560	12927	150	b1e193a1c5a9
1785349741	12830	148	5196300aed30
1785326615	12804	147	eb927be453db
1785326601	12971	147	451962e6c8d1
1783164120	13290	147	045a909f1c54
1783146046	13259	146	fe75fb7c4a59
1783117411	13194	145	9b75f19c3f71
1783114477	12986	144	de333a08150b
1783091350	12928	143	b64d0bbab528
1783090967	12927	143	d0556cfc3d74
1783090907	12825	142	9bd8da275347
1783065777	12787	141	09b715d836c6
1783065121	12788	141	0732dd1cb4ae
1783062841	12784	141	ea30234e1a2a
1783062044	12784	141	70fcf768b744
1783037442	12713	140	f3c0522d024f
1783036260	12575	138	d0a7e7b8d937
1783035241	12374	137	8210c45fa06b
1783035201	12374	137	9c6e47f3ac7a
1783035168	12374	137	0594485bb634
1783035149	12076	135	5787cb9e24cc
1783034163	12075	134	c231f5e1ebf2
1783033826	12075	134	9c6e38739af5
1783032209	11887	135	b4366c6b1a5d
1783032008	11842	134	86673e5e38d2
1783031651	11840	134	ac9516d32577
1783031091	11781	133	7ca2002753e0
1783031073	11780	132	cab4f6ea4b9d
1783031038	11779	131	4c4f11ef382d
1783030999	11778	130	4c5e083fe9a6
1783030950	11765	129	9d473f3df3c1
1783030381	11968	129	e9fa12d894af
1783029790	11934	128	3ab6b8be716e
1783029010	11607	101	ea52fd5e0e73
1783025842	11524	100	e0288e171c06
1783023570	11501	99	c2d618c36bbf
1783023296	11497	99	1bbb79ef02a2
1783022798	11497	99	88f77f61e066
1783022757	11644	100	dd67a70d9afc
1783022737	11701	101	edac32dfe380
1783022428	11718	101	96bacf84b14d
1783022390	11712	101	f198506dda2a
1783021379	11655	100	6458fca9ce65
1783021274	11655	100	ad9109b42d43
1783019877	11656	100	52ac5456503f
1783019695	11634	100	8b2cdb20dfa1
1783018953	11509	99	1f952194527a
1783018491	11506	99	b4dcb36fa8c0
1783018437	11522	99	597298ba4d6c
1783004327	11497	99	3f97b111d202
1782993348	11360	98	b56a02e24089
1782993005	11253	96	e7f36063f2d8
1782992352	11248	95	2b6381912154
1782991931	11247	95	f454575ca1aa
1782991802	11224	95	8b1b4b1e7812
1782991496	11191	94	6581cb34d398
1782990979	10982	93	5503f3eb4a2b
1782990919	10982	93	917181b81fb8
1782990838	10431	92	851803b1bf7c
1782990776	10416	92	971bf0d21491
1782987649	10341	91	d892161e9fdc
1782987535	10341	91	1c76d268c66f
1782986363	10148	90	6b6b64891dd5
1782986193	10140	90	86752c54758d
1782984808	10133	89	f2a4558bc32b
1782983678	10128	88	e461a6369ff6
1782983404	10108	88	eb08abc8ffd9
1782979978	10089	87	dbfd4452c50d
1782979323	10089	87	62f6290934ef
1782962234	8693	93	f032fd29cfd2
1782961672	10034	86	1d313ddf73e9
1782961655	9946	85	06e631181488
1782961639	9862	84	9a7f4b4427fa
1782961620	9770	83	20e85a1f1958
1782961599	9667	82	0f8c8ad8cdc3
1782961433	9652	82	fbfbfcbaea76
1782959731	8681	69	6253c681bbb7
1782959652	9610	81	96fe51b174bd
1782959640	9594	81	4bbd9d14e0b8
1782958469	9372	80	c3270fd36db8
1782957506	9232	79	7d582f5f4562
1782950963	9228	79	52de58c034b0
1782946641	8780	78	8a19b86cf256
1782942612	8779	77	0e70f24b8165
1782942594	8750	77	54b792e2da84
1782942564	8692	76	cdece7e3d5f7
1782942541	8628	75	0a4d761fc108
1782942513	8597	74	0bb32370bd58
1782942483	8552	73	5609e35ef6d9
1782942467	8500	72	cea505ffce2c
1782942450	8459	71	def270adc4b1
1782942443	8487	72	d52599637617
1782942426	8448	71	a7a6d90ed820
1782942083	8418	70	ace379cb2598
1782942054	8261	69	9de2c0e46f41
1782942048	8279	70	3d321adfe577
1782942037	8251	69	934a8ada7182
1782942032	8365	70	facb17018037
1782941747	8251	69	a53016c30dde
1782941739	8353	70	58e0994380a4
1782941622	8239	69	a5de07cefdea
1782941558	8137	68	fe991534316c
1782940682	8134	67	c69c8d410866
1782940515	8116	66	b8e3d0d1a85e
1782940404	8116	66	3e0d15487a57
1782933456	8628	67	e3f110902838
1782933424	8513	67	0904a0d011dc
1782933398	8374	66	c33a83612a97
1782929470	8112	65	76cc95f1ddc9
1782928716	8114	65	fa2a451dc37a
1782925354	8095	65	2c3c8b53dfd2
1782923021	8206	65	9bd6352d90b1
1782922941	8003	64	71bc26d64139
1782918256	7954	63	ca2baf4da84a
1782916813	7954	63	aba480ae4f84
1782916792	7953	63	93eaac84a85d
1782916770	7875	63	f85a00f0bfbb
1782909044	7845	63	7462ecaf2b3b
1782908436	7841	61	caf6b42d1fef
1782907480	7806	61	deb028daead6
1782889178	7640	60	5d43fabf9df6
1782889115	7630	60	449861e0653b
1782887317	7605	60	1c347ac8eddb
1782868764	7488	59	5068138e5a18
1782867361	6687	56	e16be6341d25
1782867054	6819	57	289da7cf8416
1782866981	6819	57	8c6bab12f4be
1782865197	6804	57	30a4d289a5a1
1782865132	6804	57	dd4c84576635
1782865029	6531	56	d7ee830ee7b4
1782864939	6531	56	9bc76ad3dfab
1782863572	6258	55	cf7a34324343
1782863516	6258	55	d2010c64bcd0
1782863473	5944	54	2aacf3bc7a5c
1782858651	5942	53	f1f1363aab54
1782858633	5855	53	ccb55455e29d
1782852565	5037	52	a6f2aea3a5a4
1782852335	5018	52	f467b0ffafaa
1782851894	4957	51	9e28c34b8b61
1782851743	4890	51	4cf66058a9ad
1782851338	4829	50	3b981f4b51d2
1782851293	4812	50	ee2306f271ab
1782851248	4811	50	a23fc90539bd
1782849847	4780	49	24a8f189de55
1782849767	4782	49	ffdabf16dd80
1782849726	4782	49	7a4085384c12
1782849697	4773	48	3133a268f5ca
1782849674	4753	47	7bbc66782979
1782849648	4732	46	4ad6e2828dcd
1782849612	4713	45	eb5676357a5c
1782849117	4684	44	6d96f27580c2
1782849068	4684	44	a6dc151e2889
1782848938	4660	44	81d77db0fab6
1782848771	4659	44	58abcd67c2db
1782848644	4657	44	001a4735aa60
1782848465	4657	44	7c1c82b77a95
1782848421	4608	44	e0314c38a36f
1782847899	4608	44	aae2efa4c6c7
1782847861	4867	44	71c7c84a057f
1782847818	4867	44	2fcfce64d14a
1782835950	4907	44	5fb23d610ef0
1782835477	4775	43	c9cbf934ac51
1782835429	4555	42	12d065c3a77c
1782835411	4621	43	fb9327294658
1782835393	4620	43	28e0974e9c43
